YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
202601,208571,1299371,3,1.8,"N","ALAMEDA",37.796,-122.2692,3747760,12216152
202601,208571,1299371,4,2.14,"NNW","ALAMEDA",37.8001,-122.2793,3748006,12216758
202601,208571,1299372,1,.93,"SW","GREENBROOK",37.8112,-121.9929,3748672,12159574
202601,208571,1299372,2,.94,"SW","GREENBROOK",37.8113,-121.9932,3748678,12159592
202601,208571,1299372,3,1.09,"SW","GREENBROOK",37.8071,-121.9915,3748426,12159490
202601,208571,1299372,4,1.07,"SW","GREENBROOK",37.8073,-121.9911,3748438,12159466
202601,208571,1299373,1,1.3,"E","PIEDMONT",37.8206,-122.2062,3749236,12212372
202601,208571,1299373,2,1.33,"E","PIEDMONT",37.8208,-122.2057,3749248,12212342
202601,208571,1299373,3,1.32,"E","PIEDMONT",37.821,-122.2058,3749260,12212348
202601,208571,1299373,4,1.25,"E","PIEDMONT",37.8221,-122.2073,3749326,12212438
202601,208571,1299373,5,1.24,"E","PIEDMONT",37.8221,-122.2075,3749326,12212450
202601,208571,1299374,1,.93,"NW","MULFORD",37.7309,-122.1899,3743854,12211394
202601,208571,1299374,2,.93,"NW","MULFORD",37.731,-122.1899,3743860,12211394
202601,208571,1299374,3,.91,"NNW","MULFORD",37.7313,-122.1887,3743878,12211322
202601,208571,1299374,4,.8,"NNW","MULFORD",37.7301,-122.1874,3743806,12211244
202601,208571,1299374,5,.81,"NNW","MULFORD",37.73,-122.1875,3743800,12211250
202601,208571,1299375,1,1.67,"SW","PARADISE PARK",37.0046,-122.0734,37276,1224404
202601,208571,1299375,2,1.69,"SW","PARADISE PARK",37.0045,-122.0736,37270,1224416
202601,208571,1299375,3,1.66,"WSW","PARADISE PARK",37.0067,-122.075,37402,1224500
202601,208571,1299375,4,1.64,"SW","PARADISE PARK",37.0067,-122.0747,37402,1224482
202601,208571,1299375,5,1.63,"SW","PARADISE PARK",37.0059,-122.0738,37354,1224428
202601,208571,1299376,1,4.8,"S","SCHELLVILLE ARPT",38.1505,-122.4503,389030,12227018
202601,208571,1299376,2,4.75,"S","SCHELLVILLE ARPT",38.1513,-122.4484,389078,12226904
202601,208571,1299376,3,4.73,"S","SCHELLVILLE ARPT",38.1515,-122.4475,389090,12226850
202601,208571,1299376,4,4.74,"S","SCHELLVILLE ARPT",38.1515,-122.4474,389090,12226844
202601,208571,1299376,5,4.82,"S","SCHELLVILLE ARPT",38.1503,-122.4503,389018,12227018
202601,208571,1299377,1,2.16,"NW","LAKEVILLE",38.2253,-122.5733,3813518,12234398
202601,208571,1299377,2,2.15,"NW","LAKEVILLE",38.2251,-122.5735,3813506,12234410
202601,208571,1299377,3,2.24,"NW","LAKEVILLE",38.2259,-122.575,3813554,12234500
202601,208571,1299377,4,2.25,"NW","LAKEVILLE",38.2261,-122.5748,3813566,12234488
202601,208571,1299379,1,1.29,"WSW","SCHELLVILLE",38.24,-122.45,3814400,12227000
202601,208571,1299379,2,1.25,"NNW","SCHELLVILLE ARPT",38.236,-122.4608,3814160,12227648
202601,208571,1299379,3,1.31,"NNW","SCHELLVILLE ARPT",38.2368,-122.4611,3814208,12227666
202601,208571,1299379,4,1.34,"N","SCHELLVILLE ARPT",38.2391,-122.4539,3814346,12227234
202601,208571,1299379,5,1.12,"WSW","SCHELLVILLE",38.2431,-122.4486,3814586,12226916
202601,208571,1299379,6,1.1,"WSW","SCHELLVILLE",38.2429,-122.4482,3814574,12226892
202601,208571,1299380,1,.22,"ENE","SONOMA COUNTY ARPT",38.5215,-122.8165,3831290,12248990
202601,208571,1299380,2,.5,"NNE","SONOMA COUNTY ARPT",38.5268,-122.8166,3831608,12248996
202601,208571,1299380,3,.5,"NNE","SONOMA COUNTY ARPT",38.5268,-122.817,3831608,12249020
202601,208571,1299380,4,.18,"NE","SONOMA COUNTY ARPT",38.5216,-122.8174,3831296,12249044
202601,208571,1299381,1,1.58,"E","HESSEL",38.3539,-122.7412,3821234,12244472
202601,208571,1299381,2,1.46,"SSW","WILFRED",38.3523,-122.7349,3821138,12244094
202601,208571,1299381,3,1.58,"SW","WILFRED",38.3512,-122.7365,3821072,12244190
202601,208571,1299381,4,1.55,"E","HESSEL",38.3516,-122.7415,3821096,12244490
202601,208571,1299383,1,2.04,"ESE","TRENTON",38.4673,-122.8161,3828038,12248966
202601,208571,1299383,2,2.06,"ESE","TRENTON",38.4667,-122.8159,3828002,12248954
202601,208571,1299383,3,2.28,"S","FULTON",38.467,-122.7699,3828020,12246194
202601,208571,1299383,4,2.27,"S","FULTON",38.4672,-122.7699,3828032,12246194
202601,208571,1299384,1,.52,"SW","SCHELLVILLE",38.2455,-122.4378,3814730,12226268
202601,208571,1299384,2,.94,"WSW","SCHELLVILLE",38.2442,-122.4456,3814652,12226736
202601,208571,1299384,3,.91,"WSW","SCHELLVILLE",38.2453,-122.4457,3814718,12226742
202601,208571,1299384,4,.49,"WSW","SCHELLVILLE",38.2467,-122.4381,3814802,12226286
202601,208571,1299459,1,5.76,"SW","LUCIA",36.1203,-121.6329,367218,12137974
202601,208571,1299459,2,11.44,"S","LUCIA",36.0071,-121.587,36426,12135220
202601,208571,1299459,3,9.49,"NNW","GORDA",36.0013,-121.5,3678,12130000
202601,208571,1299459,4,5.54,"SW","LUCIA",36.1211,-121.6286,367266,12137716
202601,208571,1299850,1,1.17,"W","(SQL)SAN CARLOS ARPT",37.5176,-122.2712,3731056,12216272
202601,208571,1299850,2,1.13,"WSW","(SQL)SAN CARLOS ARPT",37.5167,-122.2702,3731002,12216212
202601,208571,1299850,3,1.12,"WSW","(SQL)SAN CARLOS ARPT",37.5168,-122.27,3731008,12216200
202601,208571,1299850,4,1.16,"W","(SQL)SAN CARLOS ARPT",37.5177,-122.271,3731062,12216260
202601,208571,1300921,1,1.49,"SSE","CAMP MC CALLUM",36.63,-121.54,3637800,12132400
202601,208571,1300921,2,1.49,"SSE","CAMP MC CALLUM",36.6299,-121.5401,3637794,12132406
202601,208571,1300921,3,1.5,"SSE","CAMP MC CALLUM",36.6298,-121.5399,3637788,12132394
202601,208571,1300921,4,1.5,"SSE","CAMP MC CALLUM",36.63,-121.5398,3637800,12132388
202601,208571,1300922,1,1.32,"WSW","CAMP MC CALLUM",36.6418,-121.5715,3638508,12134290
202601,208571,1300922,2,1.32,"WSW","CAMP MC CALLUM",36.6416,-121.5713,3638496,12134278
202601,208571,1300922,3,1.33,"WSW","CAMP MC CALLUM",36.6415,-121.5715,3638490,12134290
202601,208571,1300922,4,1.34,"WSW","CAMP MC CALLUM",36.6416,-121.5718,3638496,12134308
202601,208571,1300923,1,4.18,"N","SOQUEL",37.0402,-121.9433,372412,12156598
202601,208571,1300923,2,4.46,"N","SOQUEL",37.0442,-121.9419,372652,12156514
202601,208571,1300923,3,4.43,"N","SOQUEL",37.0437,-121.941,372622,12156460
202601,208571,1300923,4,4.16,"N","SOQUEL",37.0399,-121.9421,372394,12156526
202601,208571,1300924,1,.69,"W","(MRY)MONTEREY ARPT",36.6007,-121.8925,3636042,12153550
202601,208571,1300924,2,.71,"W","(MRY)MONTEREY ARPT",36.5995,-121.8928,3635970,12153568
202601,208571,1300924,3,.56,"W","(MRY)MONTEREY ARPT",36.5991,-121.89,3635946,12153400
202601,208571,1300924,4,.55,"W","(MRY)MONTEREY ARPT",36.6005,-121.89,3636030,12153400
202601,208571,1300924,5,.69,"W","(MRY)MONTEREY ARPT",36.601,-121.8923,3636060,12153538
202601,208571,1300925,1,1.08,"WNW","SAN JUAN BAUTISTA",36.8572,-121.5473,3651432,12132838
202601,208571,1300925,2,1.04,"WNW","SAN JUAN BAUTISTA",36.8568,-121.5469,3651408,12132814
202601,208571,1300925,3,1.06,"WNW","SAN JUAN BAUTISTA",36.8566,-121.5474,3651396,12132844
202601,208571,1300925,4,1.1,"WNW","SAN JUAN BAUTISTA",36.857,-121.5478,3651420,12132868
202601,208571,1300926,1,.58,"NNW","SAN LEANDRO SOUTH",37.7081,-122.1226,3742486,1227356
202601,208571,1300926,2,.55,"NNW","SAN LEANDRO SOUTH",37.7077,-122.1226,3742462,1227356
202601,208571,1300926,3,.46,"N","SAN LEANDRO SOUTH",37.7066,-122.1204,3742396,1227224
202601,208571,1300926,4,.47,"N","SAN LEANDRO SOUTH",37.7068,-122.1205,3742408,1227230
202601,208571,1300927,1,7.59,"NE","SALVADOR",38.4111,-122.2035,3824666,12212210
202601,208571,1300927,2,7.22,"ENE","SALVADOR",38.4045,-122.2062,3824270,12212372
202601,208571,1300927,3,7.34,"ENE","SALVADOR",38.4045,-122.2037,3824270,12212222
202601,208571,1300927,4,7.63,"ENE","SALVADOR",38.411,-122.2025,3824660,12212150
202601,208571,1300928,1,9.29,"ENE","OAKVILLE",38.498,-122.2518,3829880,12215108
202601,208571,1300928,2,9.48,"NE","YOUNTVILLE",38.4963,-122.2452,3829778,12214712
202601,208571,1300928,3,9.26,"NE","YOUNTVILLE",38.4938,-122.2477,3829628,12214862
202601,208571,1300928,4,9.15,"NE","YOUNTVILLE",38.4956,-122.2529,3829736,12215174
202601,208571,1300929,1,1.02,"N","TRENTON",38.4945,-122.8534,3829670,12251204
202601,208571,1300929,2,.95,"N","TRENTON",38.4935,-122.8531,3829610,12251186
202601,208571,1300929,3,.97,"N","TRENTON",38.4939,-122.8525,3829634,12251150
202601,208571,1300929,4,1.02,"N","TRENTON",38.4946,-122.8529,3829676,12251174
202601,208571,1300930,1,.66,"ENE","CUNNINGHAM",38.3741,-122.769,3822446,12246140
202601,208571,1300930,2,.63,"ENE","CUNNINGHAM",38.3731,-122.769,3822386,12246140
202601,208571,1300930,3,.67,"ENE","CUNNINGHAM",38.3731,-122.7683,3822386,12246098
202601,208571,1300930,4,.69,"ENE","CUNNINGHAM",38.3741,-122.7683,3822446,12246098
202601,208571,1300931,1,.66,"ENE","CUNNINGHAM",38.3741,-122.769,3822446,12246140
202601,208571,1300931,2,.63,"ENE","CUNNINGHAM",38.3731,-122.769,3822386,12246140
202601,208571,1300931,3,.67,"ENE","CUNNINGHAM",38.3731,-122.7683,3822386,12246098
202601,208571,1300931,4,.69,"ENE","CUNNINGHAM",38.3741,-122.7683,3822446,12246098
202601,208571,1300932,1,.97,"NNE","GEYSERVILLE",38.7136,-122.8953,3842816,12253718
202601,208571,1300932,2,.84,"N","GEYSERVILLE",38.7119,-122.8971,3842714,12253826
202601,208571,1300932,3,.82,"NNE","GEYSERVILLE",38.7115,-122.8965,3842690,12253790
202601,208571,1300932,4,.96,"NNE","GEYSERVILLE",38.7131,-122.8942,3842786,12253652
202601,208638,1299777,1,0,"N","(ABQ)ALBUQUERQUE INTL AIRPORT",35.04,-106.62,352400,10637200
202601,208638,1299778,1,11.39,"SW","(AEG)DOUBLE EAGLE II AIRPORT",35.03,-106.95,351800,10657000
202601,208639,1299990,1,.85,"SSE","WYNONA",36.538,-96.327,3632280,9619620
202601,208639,1299990,2,.7,"ESE","WYNONA",36.547,-96.318,3632820,9619080
202601,208639,1303282,1,2.31,"SSW","WYNONA",36.5181,-96.3422,3631086,9620532
202601,208639,1303283,1,2.31,"SSW","WYNONA",36.5181,-96.3422,3631086,9620532
202601,208752,1300187,1,2.76,"WNW","COLD WATER",33.7984,-85.4927,3347904,8529562
202601,208752,1300187,2,5.48,"E","OAK LEVEL",33.8563,-85.3848,3351378,8523088
202601,208752,1300211,1,3.06,"SE","MC CALLA",33.3048,-86.9765,3318288,8658590
202601,208752,1300211,2,1.13,"SSW","ADGER",33.354,-87.1039,3321240,876234
202601,208752,1300211,3,1.73,"SE","FULTONDALE",33.6027,-86.7784,3336162,8646704
202601,208752,1300211,4,1.36,"S","RUFFNER NUMBER TWO",33.5503,-86.6809,3333018,8640854
202601,208752,1300215,1,2.73,"ESE","NEW HOPE",33.3605,-86.7041,3321630,8642246
202601,208752,1300215,2,1.79,"E","QUITO",33.3848,-86.7195,3323088,8643170
202601,208752,1300215,3,1.06,"S","ACTON",33.3348,-86.8224,3320088,8649344
202601,208752,1300215,4,2.51,"E","PARAMOUNT",33.3157,-86.7869,3318942,8647214
202601,208752,1300216,1,1.56,"SW","GREENWOOD",33.314,-86.949,3318840,8656940
202601,208752,1300216,2,1.12,"SSE","BLUFF PARK",33.3856,-86.8612,3323136,8651672
202601,208752,1300216,3,.45,"SW","WENONAH",33.4254,-86.9056,3325524,8654336
202601,208752,1300216,4,2.23,"ESE","MC CALLA",33.3184,-86.9839,3319104,8659034
202601,208752,1300218,1,1.61,"WNW","EASONVILLE",33.5267,-86.3269,3331602,8619614
202601,208752,1300218,2,.73,"NW","RIVERSIDE",33.6085,-86.2075,3336510,8612450
202601,208752,1300218,3,1.53,"NNW","OAK RIDGE",33.6208,-86.2895,3337248,8617370
202601,208752,1300218,4,2.8,"SSE","COOKS SPGS",33.5433,-86.3794,3332598,8622764
202601,208752,1300219,1,2.72,"WNW","OCTAGON",32.22,-87.79,3213200,8747400
202601,208752,1300220,1,.58,"W","THOMASTON",32.27,-87.63,3216200,8737800
202601,208752,1300222,1,.9,"SW","EDEN",33.57,-86.33,3334200,8619800
202601,208752,1300223,1,0,"N","SYLACAUGA",33.17,-86.25,3310200,8615000
202601,208752,1300224,1,0,"N","TALLADEGA",33.43,-86.1,3325800,866000
202601,208752,1300226,1,1.82,"NNW","SELMA SKYHARBOR ARPT",32.3954,-87.1083,3223724,876498
202601,208752,1300227,1,.69,"N","SELMA",32.41,-87.02,3224600,871200
202601,208752,1300229,1,.38,"SSE","PINE LEVEL",32.5749,-86.4679,3234494,8628074
202601,208752,1300230,1,1.17,"SE","DEATSVILLE",32.607,-86.3871,3236420,8623226
202601,208752,1300233,1,0,"N","COOSADA",32.5,-86.33,3230000,8619800
202601,208752,1300234,1,.9,"SE","WETUMPKA",32.54,-86.21,3232400,8612600
202601,208752,1300246,1,.69,"N","ECLECTIC",32.64,-86.03,3238400,861800
202601,208752,1300247,1,1.81,"SE","MONTGOMERY",32.36,-86.28,3221600,8616800
202601,208752,1300249,1,2.58,"SSW","JACKSONS GAP",32.8471,-85.8208,3250826,8549248
202601,208752,1300250,1,.51,"WSW","SALEM",32.5975,-85.2383,3235850,8514298
202601,208754,1300196,1,.55,"E","INDEPENDENCE",37.23,-95.71,3713800,9542600
202601,208754,1300197,1,4.3,"NE","NEODESHA",37.47,-95.62,3728200,9537200
202601,208754,1300198,1,.69,"N","INDEPDENCE ARPT",37.16,-95.78,379600,9546800
202601,208763,1310754,1,1.87,"SSW","OLNEY",33.3453,-98.7834,3320718,9847004
202601,208763,1310754,2,.98,"E","OLNEY",33.3714,-98.753,3322284,9845180
202601,208835,1300743,1,8.69,"N","PUNTA ARENAS BEACH",18.235,-65.5855,1814100,6535130
202601,209071,1304055,1,2.91,"N","TYSON",32.2218,-86.4555,3213308,8627330
202601,209071,1304055,2,3.75,"NE","TYSON",32.2215,-86.4086,3213290,8624516
202601,209071,1304056,1,2.58,"SW","MC GEHEES",32.2215,-86.4086,3213290,8624516
202601,209071,1304056,2,2.42,"SSW","MC GEHEES",32.2191,-86.3995,3213146,8623970
202601,209071,1305044,1,2.25,"SSW","MONTGOMERY",32.3516,-86.3188,3221096,8619128
202601,209071,1305044,2,1.65,"SSE","MITYLENE",32.3574,-86.1712,3221444,8610272
202601,209071,1305058,1,3.29,"S","CHISHOLM",32.3524,-86.2513,3221144,8615078
202601,209071,1305062,1,.58,"SSW","CHISHOLM",32.3921,-86.2532,3223526,8615192
202601,209071,1305063,1,3.82,"SSW","CLAUD",32.5287,-86.1044,3231722,866264
202601,209081,1302401,1,1.89,"ESE","HEIDELBERG",31.8682,-88.971,3152092,8858260
202601,209081,1302401,2,2.33,"E","STAFFORD SPGS",31.894,-88.911,3153640,8854660
202601,209081,1302402,1,3,"SW","GOODWATER",31.894,-88.911,3153640,8854660
202601,209081,1302402,2,2.09,"N","NANCY",31.9597,-88.8365,3157582,8850190
202601,209081,1302403,1,.91,"S","HOY",31.7369,-89.1478,3144214,898868
202601,209081,1302403,2,.74,"SSE","HOY",31.7404,-89.1443,3144424,898658
202601,209081,1302404,1,3.34,"SW","STRINGER",31.8392,-89.3138,3150352,8918828
202601,209081,1302404,2,2.83,"SW","STRINGER",31.8408,-89.3037,3150448,8918222
202601,209081,1302405,1,.24,"ENE","CARSON",31.5307,-89.796,3131842,8947760
202601,209081,1302405,2,1,"SE","TERRELL",31.5689,-89.7192,3134134,8943152
202601,209081,1302408,1,.92,"N","WANILLA",31.6431,-90.1325,3138586,907950
202601,209081,1302408,2,1.41,"NNE","WANILLA",31.6494,-90.1228,3138964,907368
202601,209081,1305947,1,1.24,"ENE","REVIVE",32.7595,-89.7519,3245570,8945114
202601,209081,1305947,2,2.72,"ENE","REVIVE",32.771,-89.7305,3246260,8943830
202601,209081,1305948,1,4.72,"W","ST ANN",32.771,-89.7305,3246260,8943830
202601,209081,1305948,2,1.59,"W","ST ANN",32.778,-89.6773,3246680,8940638
202601,209081,1306671,1,2.38,"SSW","HEIDELBERG",31.85,-89.02,3151000,891200
202601,209081,1306676,1,2.45,"ESE","STRINGER",31.86,-89.23,3151600,8913800
202601,209081,1306677,1,.91,"SE","STRINGER",31.86,-89.26,3151600,8915600
202601,209081,1306685,1,1.36,"ENE","MT OLIVE",31.76,-89.65,3145600,8939000
202601,209081,1306692,1,.48,"NE","RUTH",31.3845,-90.3237,3123070,9019422
202601,209081,1306692,2,1.16,"ENE","RUTH",31.3864,-90.3118,3123184,9018708
202601,209081,1306692,3,1.32,"E","RUTH",31.3783,-90.3077,3122698,9018462
202601,209081,1306692,4,.44,"SE","RUTH",31.3765,-90.3239,3122590,9019434
202601,209081,1306697,1,1.39,"NNE","CARSON",31.5477,-89.7889,3132862,8947334
202601,209081,1306697,2,1.04,"ESE","CARSON",31.5243,-89.7837,3131458,8947022
202601,209081,1306697,3,.51,"WSW","CARSON",31.5271,-89.808,3131626,8948480
202601,209081,1306697,4,1.5,"NNW","CARSON",31.5493,-89.8117,3132958,8948702
202601,209081,1306700,1,8.81,"NE","GOSS",31.4253,-89.7795,3125518,8946770
202601,209081,1306700,2,9.02,"NNE","COLUMBIA MARION ARPT",31.4243,-89.7732,3125458,8946392
202601,209081,1306700,3,8.09,"NNE","COLUMBIA MARION ARPT",31.4117,-89.7786,3124702,8946716
202601,209081,1306700,4,8.17,"NE","GOSS",31.4159,-89.785,3124954,8947100
202601,209081,1306701,1,1.91,"SW","COLLINS",31.612,-89.5748,3136720,8934488
202601,209081,1306701,2,1.58,"SW","COLLINS",31.6123,-89.567,3136738,8934020
202601,209081,1306701,3,1.87,"SSW","COLLINS",31.6075,-89.5676,3136450,8934056
202601,209081,1306701,4,2.15,"SW","COLLINS",31.6079,-89.5757,3136474,8934542
202601,209081,1306711,1,6.02,"N","COLUMBIA MARION ARPT",31.3863,-89.8061,3123178,8948366
202601,209081,1306711,2,6.51,"NNE","COLUMBIA MARION ARPT",31.391,-89.7915,3123460,8947490
202601,209081,1306711,3,5.74,"NNE","COLUMBIA MARION ARPT",31.3793,-89.791,3122758,8947460
202601,209081,1306711,4,5.35,"N","COLUMBIA MARION ARPT",31.3761,-89.8035,3122566,8948210
202601,209081,1306712,1,1.64,"SW","MOSELLE",31.4826,-89.299,3128956,8917940
202601,209081,1306712,2,.97,"SSE","MOSELLE",31.4876,-89.2723,3129256,8916338
202601,209081,1306712,3,.27,"ESE","MOSELLE",31.4992,-89.2756,3129952,8916536
202601,209081,1306712,4,1.1,"WSW","MOSELLE",31.4951,-89.2977,3129706,8917862
202601,209081,1306713,1,1.36,"WSW","QUITMAN",32.04,-88.75,322400,8845000
202601,209081,1306714,1,1.17,"E","ARCHUSA SPGS",32.03,-88.7,321800,8842000
202601,209081,1306715,1,.59,"E","QUITMAN",32.05,-88.72,323000,8843200
202601,209081,1306716,1,1.1,"NNW","COLUMBIA",31.2638,-89.8391,3115828,8950346
202601,209081,1306716,2,1.36,"NNE","COLUMBIA",31.2687,-89.823,3116122,8949380
202601,209081,1306716,3,.66,"ENE","COLUMBIA",31.2524,-89.8193,3115144,8949158
202601,209081,1306716,4,.53,"W","COLUMBIA",31.2489,-89.839,3114934,8950340
202601,209081,1306717,1,4.42,"NNW","KOKOMO",31.2623,-90.0169,3115738,901014
