YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
202601,209081,1306717,2,4.17,"N","KOKOMO",31.2598,-90.0094,3115588,90564
202601,209081,1306717,3,3.72,"NNW","KOKOMO",31.2528,-90.0126,3115168,90756
202601,209081,1306717,4,3.98,"NNW","KOKOMO",31.2554,-90.0187,3115324,901122
202601,209081,1306718,1,.81,"E","MOSELLE",31.4985,-89.2663,3129910,8915978
202601,209081,1306718,2,1.18,"E","MOSELLE",31.4976,-89.2601,3129856,8915606
202601,209081,1306718,3,1.25,"ESE","MOSELLE",31.4923,-89.2608,3129538,8915648
202601,209081,1306718,4,.91,"ESE","MOSELLE",31.4936,-89.2665,3129616,8915990
202601,209081,1306719,1,.57,"NNW","EASTABUCHIE",31.438,-89.2823,3126280,8916938
202601,209081,1306719,2,.42,"N","EASTABUCHIE",31.4361,-89.2809,3126166,8916854
202601,209081,1306719,3,.43,"NW","EASTABUCHIE",31.4352,-89.2841,3126112,8917046
202601,209081,1306719,4,.61,"NNW","EASTABUCHIE",31.4378,-89.2848,3126268,8917088
202601,209081,1306720,1,.7,"NNW","SEMINARY",31.5588,-89.5059,3133528,8930354
202601,209081,1306720,2,.71,"SSE","GANDSI",31.5601,-89.4967,3133606,8929802
202601,209081,1306720,3,.15,"ESE","GANDSI",31.5692,-89.4976,3134152,8929856
202601,209081,1306720,4,.6,"W","GANDSI",31.5688,-89.51,3134128,8930600
202601,209081,1306721,1,2.99,"S","KOKOMO",31.157,-90.006,319420,90360
202601,209081,1306721,2,.99,"ESE","KOKOMO",31.1959,-89.984,3111754,8959040
202601,209155,1303143,1,2.31,"SW","(TIK)TINKER AFB",35.3909,-97.4237,3523454,9725422
202601,209155,1303145,1,3.97,"WNW","MOORE",35.37,-97.55,3522200,9733000
202601,209155,1303148,1,.15,"SSW","LUTHER",35.6581,-97.1912,3539486,9711472
202601,209155,1303153,1,4.67,"N","VERDEN",35.1468,-98.078,358808,984680
202601,209155,1303177,1,2.98,"ESE","RICHLAND",35.5567,-97.7553,3533402,9745318
202601,209155,1303179,1,2.05,"NW","DEL CITY",35.4722,-97.4641,3528332,9727846
202601,209155,1303181,1,2.89,"NNW","SHAWNEE",35.3649,-96.9482,3521894,9656892
202601,209155,1303186,1,0,"N","CROMWELL",35.34,-96.45,3520400,9627000
202601,209155,1303192,1,3.91,"NW","TECUMSEH",35.3042,-96.9832,3518252,9658992
202601,209155,1303205,1,1.48,"N","STILLWATER",36.1414,-97.0605,368484,973630
202601,209155,1303206,1,1.44,"WNW","SHAWNEE",35.3381,-96.9435,3520286,9656610
202601,209155,1303208,1,2.55,"N","EDMOND",35.6867,-97.4759,3541202,9728554
202601,209155,1303209,1,3,"E","LAWTON",34.6096,-98.3372,3436576,9820232
202601,209155,1303210,1,.73,"WNW","STILLWATER",36.1246,-97.0718,367476,974308
202601,209155,1303212,1,4.38,"NW","GUTHRIE",35.9269,-97.4726,3555614,9728356
202601,209155,1304669,1,.97,"E","UNION CITY",35.3917,-97.9229,3523502,9755374
202601,209155,1304669,2,5.57,"ENE","UNION CITY",35.4207,-97.8485,3525242,9750910
202601,209155,1311609,1,5.09,"SW","PURCELL",34.967,-97.443,3458020,9726580
202601,209155,1311609,2,1.38,"NE","PURCELL",35.025,-97.354,351500,9721240
202601,209155,1311610,1,1.3,"NW","LEXINGTON",35.025,-97.354,351500,9721240
202601,209155,1311610,2,3.04,"NNE","LEXINGTON",35.047,-97.311,352820,9718660
202601,209155,1311611,1,1.54,"NNW","LAKE THUNDERBIRD DAM",35.241,-97.229,3514460,9713740
202601,209155,1311611,2,3.01,"N","LAKE THUNDERBIRD DAM",35.263,-97.211,3515780,9712660
202601,209155,1311612,1,3.67,"E","STELLA",35.319,-97.145,3519140,978700
202601,209155,1311612,2,3.83,"E","STELLA",35.321,-97.142,3519260,978520
202601,209155,1311613,1,4.39,"NNW","PINK",35.321,-97.142,3519260,978520
202601,209155,1311613,2,3.48,"SW","DALE",35.349,-97.086,3520940,975160
202601,209155,1311614,1,2.92,"NNW","SHAWNEE",35.369,-96.94,3522140,9656400
202601,209155,1311614,2,2.91,"S","AYDELOTTE",35.398,-96.913,3523880,9654780
202601,209185,1303341,1,0,"N","SENECA CREEK",39.3,-76.36,3918000,7621600
202601,209185,1303342,1,0,"N","GROVE POINT (GVP)",39.4,-76.04,3924000,762400
202601,209185,1303343,1,0,"N","BALTIMORE KEY BRIDGE (FSKM2)",39.22,-76.53,3913200,7631800
202601,209185,1303344,1,1.09,"SSE","BALTIMORE KEY BRIDGE (FSKM2)",39.205,-76.524,3912300,7631440
202601,209185,1303345,1,0,"N","HART MILLER ISLAND (HRT)",39.25,-76.37,3915000,7622200
202601,209185,1303346,1,0,"N","TOLCHESTER MD (TCBM2)",39.21,-76.24,3912600,7614400
202601,209185,1303347,1,.23,"NNE","BALTIMORE KEY BRIDGE (FSKM2)",39.223,-76.528,3913380,7631680
202601,209185,1303348,1,0,"N","(DCA)REAGAN NATIONAL AIRPORT",38.86,-77.03,3851600,771800
202601,209185,1303349,1,0,"N","ANNAPOLIS (KNAK)",38.98,-76.48,3858800,7628800
202601,209185,1303350,1,0,"N","ANNAPOLIS MD (APAM2)",38.98,-76.48,3858800,7628800
202601,209185,1303351,1,0,"N","TOLLY POINT (TOL)",38.94,-76.44,3856400,7626400
202601,209185,1303352,1,0,"N","SAUNDERS POINT LIGHT",38.88,-76.48,3852800,7628800
202601,209185,1303353,1,0,"N","OCCOQUAN RIVER (OCC)",38.64,-77.22,3838400,7713200
202601,209185,1303354,1,0,"N","HERRING BAY (HRB)",38.73,-76.54,3843800,7632400
202601,209185,1303355,1,0,"N","QUANTICO (KNYG)",38.51,-77.3,3830600,7718000
202601,209185,1303356,1,2.8,"NNW","CHOPTANK RIVER (CHOP)",38.679,-76.174,3840740,7610440
202601,209185,1303357,1,4.54,"S","MID BAY BUOY",38.4044,-76.3855,3824264,7623130
202601,209185,1303358,1,0,"N","COBB POINT (COB)",38.24,-76.83,3814400,7649800
202601,209185,1303359,1,0,"N","PATUXENT RIVER ASOS (KNHK)",38.29,-76.41,3817400,7624600
202601,209185,1303360,1,0,"N","LOWER HOOPER ISLAND (HPR)",38.26,-76.18,3815600,7610800
202601,209185,1303361,1,0,"N","PINEY POINT (PPTM2)",38.13,-76.53,387800,7631800
202601,209185,1303362,1,0,"N","POTOMAC POINT LOOKOUT BUOY (44042)",38.03,-76.34,381800,7620400
202601,209289,1304382,1,0,"N","PANAMA CITY BEACH",30.21,-85.88,3012600,8552800
202601,209289,1304387,1,0,"N","ST ANDREWS BAY WEATHERFLOW",30.13,-85.72,307800,8543200
202601,209289,1304388,1,3.29,"ENE","ST ANDREWS BAY WEATHERFLOW",30.15,-85.67,309000,8540200
202601,209289,1304391,1,0,"N","TYNDALL AFB",30.07,-85.57,304200,8534200
202601,209290,1304369,1,3.65,"NE","FSU PANAMA CITY",30.23,-85.68,3013800,8540800
202601,209351,1309108,1,.87,"WSW","GUYANDOTTE",38.4265,-82.3955,3825590,8223730
202601,209351,1309108,2,.57,"WSW","GUYANDOTTE",38.4269,-82.3898,3825614,8223388
202601,209351,1309108,3,.51,"W","GUYANDOTTE",38.4314,-82.3893,3825884,8223358
202601,209351,1309108,4,.59,"W","GUYANDOTTE",38.4316,-82.3907,3825896,8223442
202601,209351,1309108,5,.8,"W","GUYANDOTTE",38.4301,-82.3948,3825806,8223688
202601,209351,1309112,1,1.26,"NW","NEW HAMLIN",38.2917,-82.1378,3817502,828268
202601,209351,1309112,2,1.06,"SW","NEW HAMLIN",38.2686,-82.133,3816116,827980
202601,209351,1309112,3,.66,"ESE","HAMLIN ARPT",38.2654,-82.0693,3815924,824158
202601,209351,1309112,4,1.14,"NE","HAMLIN ARPT",38.2797,-82.0629,3816782,823774
202601,209351,1309112,5,1.38,"N","HAMLIN ARPT",38.2897,-82.0753,3817382,824518
202601,209351,1309113,1,.21,"NNW","YAWKEY",38.223,-81.9709,3813380,8158254
202601,209351,1309113,2,1.03,"NNE","YAWKEY",38.2331,-81.961,3813986,8157660
202601,209351,1309113,3,1.04,"NW","GRIFFITHSVILLE",38.2424,-81.991,3814544,8159460
202601,209351,1309113,4,1.95,"WNW","GRIFFITHSVILLE",38.2445,-82.0108,3814670,82648
202601,209351,1309113,5,1.81,"WNW","GRIFFITHSVILLE",38.2361,-82.0125,3814166,82750
202601,209351,1309116,1,1.05,"SE","BANCO",37.9911,-82.0044,3759466,82264
202601,209351,1309116,2,2.15,"ESE","CHAPMANVILLE",37.9708,-81.9823,3758248,8158938
202601,209351,1309116,3,2.57,"NW","LAKE",37.9532,-81.9369,3757192,8156214
202601,209351,1309116,4,3.09,"NW","LAKE",37.9671,-81.9317,3758026,8155902
202601,209351,1309116,5,1.3,"ESE","BANCO",37.992,-81.9985,3759520,8159910
202601,209411,1305158,1,1.27,"WSW","IRVING",39.19,-89.42,3911400,8925200
202601,209411,1305158,2,3.38,"SE","OHLMAN",39.32,-89.17,3919200,8910200
202601,209411,1305159,1,1.75,"ENE","MT OLIVE",39.08,-89.7,394800,8942000
202601,209411,1305160,1,.88,"SW","SHATTUC",38.61,-89.19,3836600,8911400
202601,209411,1305161,1,1.28,"WSW","DURLEY",38.92,-89.39,3855200,8923400
202601,209504,1305970,1,4.56,"WNW","VOLCANO",19.4553,-155.2892,1927318,15517352
202601,209504,1305970,2,2.36,"SW","VOLCANO",19.3919,-155.2506,1923514,15515036
202601,209504,1305970,3,2,"SSE","PAHALA",19.1757,-155.4634,1910542,15527804
202601,209504,1305970,4,3.24,"NNW","PAHALA",19.2395,-155.5067,1914370,15530402
202601,209506,1305971,1,1.5,"SSE","KNOXO",31.11,-90.04,316600,902400
202601,209506,1305971,2,3.2,"NE","KNOXO",31.157,-90.006,319420,90360
202601,209588,1306552,1,2.3,"SSW","TENDOY",44.9396,-113.6392,4456376,11338352
202601,209588,1306552,2,2.33,"SSW","TENDOY",44.9398,-113.6411,4456388,11338466
202601,209588,1306552,3,2.1,"SSW","TENDOY",44.9437,-113.6415,4456622,11338490
202601,209588,1306552,4,2.05,"SSW","TENDOY",44.944,-113.6401,4456640,11338406
202601,209597,1306646,1,.97,"WSW","MINIER",40.4265,-89.3378,4025590,8920268
202601,209597,1306647,1,.67,"NNE","MINIER",40.4383,-89.3133,4026298,8918798
202601,209597,1306649,1,1,"SW","MACKINAW",40.5198,-89.3635,4031188,8921810
202601,209597,1306650,1,2.06,"WNW","WALNUT",40.494,-89.4046,4029640,8924276
202601,209597,1306651,1,1.26,"ESE","CRANDALL",40.62,-89.41,4037200,8924600
202601,209597,1306652,1,.68,"NE","CREVE COEUR",40.6559,-89.5696,4039354,8934176
202601,209597,1306653,1,.87,"NW","CREVE COEUR",40.66,-89.59,4039600,8935400
202601,209597,1306654,1,1.27,"WSW","PESOTUM",39.91,-88.29,3954600,8817400
202601,209597,1306655,1,.53,"E","BONDVILLE",40.12,-88.36,407200,8821600
202601,209610,1306722,1,39.55,"NNE","SICILY IS",32.4099,-91.5294,3224594,9131764
202601,209758,1308058,1,3.97,"WSW","DAYTON",39.63,-121.95,3937800,12157000
202601,209758,1308058,2,8.28,"WSW","DAYTON",39.6254,-122.0323,3937524,1221938
202601,209758,1308058,3,8.62,"WSW","DAYTON",39.5813,-122.0151,3934878,122906
202601,209758,1308058,4,5.28,"SW","DAYTON",39.593,-121.9462,3935580,12156772
202601,209758,1308060,1,1.76,"ESE","NATOMA",38.64,-121.15,3838400,1219000
202601,209758,1308060,2,1.94,"ESE","NATOMA",38.6365,-121.1485,3838190,1218910
202601,209758,1308060,3,1.4,"SE","NATOMA",38.6381,-121.1591,3838286,1219546
202601,209758,1308060,4,1.21,"ESE","NATOMA",38.6439,-121.159,3838634,1219540
202601,209758,1308060,5,1.46,"ESE","NATOMA",38.6444,-121.1539,3838664,1219234
202601,209758,1308061,1,2.14,"NNE","ESPARTO",38.73,-122.01,3843800,122600
202601,209758,1308061,2,2.87,"ENE","CAPAY",38.7405,-122.0037,3844430,122222
202601,209758,1308061,3,2.84,"NE","ESPARTO",38.7332,-121.9892,3843992,12159352
202601,209758,1308061,4,2.43,"NNE","ESPARTO",38.7305,-121.9975,3843830,12159850
202601,209758,1308063,1,1.29,"WNW","FAIROAKS",37.96,-121.27,3757600,12116200
202601,209758,1308063,2,1.4,"ESE","STOCKTON",37.9604,-121.2773,3757624,12116638
202601,209758,1308063,3,1.28,"W","FAIROAKS",37.9503,-121.2735,3757018,12116410
202601,209758,1308063,4,.95,"W","FAIROAKS",37.9525,-121.2672,3757150,12116032
202601,209758,1308064,1,1.75,"SW","SHINGLE SPGS ARPT",38.66,-121,3839600,12100
202601,209758,1308064,2,1.53,"SSW","SHINGLE SPGS ARPT",38.6606,-120.9936,3839636,12059616
202601,209758,1308064,3,1.9,"SSW","SHINGLE SPGS ARPT",38.6548,-120.9941,3839288,12059646
202601,209758,1308064,4,2.09,"SSW","SHINGLE SPGS ARPT",38.6538,-120.9993,3839228,12059958
202601,209758,1308066,1,2.14,"SSE","SHINGLE SPGS ARPT",38.65,-120.97,3839000,12058200
202601,209758,1308066,2,1.18,"S","SHINGLE SPGS ARPT",38.663,-120.978,3839780,12058680
202601,209758,1308066,3,1.27,"SE","SHINGLE SPGS ARPT",38.6673,-120.9631,3840038,12057786
202601,209758,1308066,4,1.55,"SW","SHINGLE SPGS",38.6573,-120.9536,3839438,12057216
202601,209758,1308067,1,.87,"SE","PLATINA",40.36,-122.89,4021600,12253400
202601,209758,1308067,2,1.65,"SSE","PLATINA",40.3482,-122.8873,4020892,12253238
202601,209758,1308067,3,1.1,"SSW","BEEGUM",40.3363,-122.8609,4020178,12251654
202601,209758,1308067,4,1.02,"E","BEEGUM",40.3508,-122.8306,4021048,12249836
202601,209758,1308067,5,1.44,"NW","BEEGUM",40.3652,-122.8687,4021912,12252122
202601,209758,1308068,1,3.21,"NNE","CLEMENTS",38.24,-121.05,3814400,1213000
202601,209758,1308068,2,2.65,"NNE","CLEMENTS",38.2344,-121.0584,3814064,1213504
202601,209758,1308068,3,3.02,"NE","CLEMENTS",38.2333,-121.044,3813998,1212640
202601,209758,1308068,4,3.41,"NE","CLEMENTS",38.238,-121.0397,3814280,1212382
202601,209758,1308070,1,.69,"S","MAGALIA",39.81,-121.58,3948600,12134800
202601,209758,1308070,2,.87,"SSE","MAGALIA",39.8086,-121.5732,3948516,12134392
202601,209758,1308070,3,.29,"ESE","MAGALIA",39.8182,-121.5751,3949092,12134506
202601,209758,1308070,4,.44,"SW","MAGALIA",39.8157,-121.5861,3948942,12135166
202601,209758,1308071,1,.69,"N","LAKEBED",40.91,-122.38,4054600,12222800
202601,209758,1308071,2,1.14,"WNW","LAKEBED",40.9067,-122.4,4054402,12224000
202601,209758,1308071,3,.81,"W","LAKESHORE",40.872,-122.3952,4052320,12223712
202601,209758,1308071,4,1.32,"SSW","LAKEHEAD",40.8825,-122.3603,4052950,12221618
202601,209758,1308073,1,.69,"N","BELDEN",40.01,-121.25,40600,12115000
202601,209758,1308073,2,.84,"SSE","BELDEN",39.9897,-121.2418,3959382,12114508
202601,209758,1308073,3,.74,"SW","BELDEN",39.9933,-121.261,3959598,12115660
202601,209758,1308073,4,.73,"NW","BELDEN",40.0071,-121.2602,40426,12115612
202601,209758,1308075,1,2.14,"SSE","HICKMAN",37.59,-120.74,3735400,12044400
202601,209758,1308075,2,1.67,"S","HICKMAN",37.596,-120.7472,3735760,12044832
202601,209758,1308075,3,1.75,"SSE","HICKMAN",37.596,-120.74,3735760,12044400
202601,209758,1308075,4,2.13,"SSE","HICKMAN",37.5908,-120.7375,3735448,12044250
202601,209758,1308076,1,1.38,"S","DEL PASO HGTS",38.58,-121.47,3834800,12128200
202601,209758,1308076,2,1.48,"SSE","DEL PASO HGTS",38.5808,-121.4578,3834848,12127468
202601,209758,1308076,3,1.57,"NNE","SACRAMENTO",38.5709,-121.4584,3834254,12127504
202601,209758,1308076,4,1.69,"N","SACRAMENTO",38.5745,-121.4709,3834470,12128254
202601,209758,1308077,1,0,"N","NIMBUS",38.63,-121.22,3837800,12113200
202601,209758,1308077,2,.72,"NE","NIMBUS",38.6385,-121.2122,3838310,12112732
202601,209758,1308077,3,.49,"WSW","ALDER CREEK",38.6283,-121.2088,3837698,12112528
202601,209758,1308077,4,.2,"SE","NIMBUS",38.6279,-121.2176,3837674,12113056
202601,209758,1308078,1,2.28,"SW","FLORIN",38.4759,-121.4288,3828554,12125728
202601,209758,1308078,2,1.58,"SW","FLORIN",38.4833,-121.4201,3828998,12125206
202601,209758,1308078,3,2.29,"SSW","FLORIN",38.4683,-121.412,3828098,12124720
202601,209758,1308078,4,2.52,"SSW","FLORIN",38.4691,-121.4248,3828146,12125488
202601,209758,1308079,1,.69,"S","HEBRON",38.67,-121.73,3840200,12143800
202601,209758,1308079,2,.47,"NW","HEBRON",38.6851,-121.7358,3841106,12144148
202601,209758,1308079,3,.47,"WNW","WOODLAND",38.6823,-121.7783,3840938,12146698
202601,209758,1308079,4,.65,"SSE","WOODLAND",38.6709,-121.7675,3840254,12146050
202601,209758,1308080,1,2.36,"NW","SACRAMENTO",38.5731,-121.5023,3834386,12130138
202601,209758,1308080,2,2.56,"WSW","DEL PASO HGTS",38.5807,-121.5105,3834842,12130630
202601,209758,1308080,3,2.93,"WNW","SACRAMENTO",38.5692,-121.5184,3834152,12131104
202601,209758,1308080,4,2.33,"WNW","SACRAMENTO",38.5659,-121.508,3833954,12130480
202601,209758,1308082,1,.94,"NW","(SAC)SACRAMENTO ARPT",38.5286,-121.5136,3831716,12130816
202601,209758,1308082,2,1.3,"NNW","(SAC)SACRAMENTO ARPT",38.5362,-121.5121,3832172,12130726
202601,209758,1308082,3,1.53,"NW","(SAC)SACRAMENTO ARPT",38.5362,-121.5193,3832172,12131158
202601,209758,1308082,4,1.36,"WNW","(SAC)SACRAMENTO ARPT",38.5253,-121.5243,3831518,12131458
202601,209758,1308082,5,.79,"WNW","(SAC)SACRAMENTO ARPT",38.524,-121.5137,3831440,12130822
202601,209758,1308083,1,.88,"SE","BUENA VISTA",38.29,-120.91,3817400,12054600
202601,209758,1308083,2,1.05,"SSE","BUENA VISTA",38.2852,-120.915,3817112,12054900
202601,209758,1308083,3,1.25,"SSE","BUENA VISTA",38.2828,-120.9127,3816968,12054762
202601,209758,1308083,4,1.28,"SE","BUENA VISTA",38.2867,-120.9036,3817202,12054216
202601,209758,1308084,1,4.3,"W","LINCOLN MUNI ARPT",38.9,-121.43,3854000,12125800
202601,209758,1308084,2,4.38,"W","LINCOLN MUNI ARPT",38.895,-121.4313,3853700,12125878
202601,209758,1308084,3,3.86,"W","LINCOLN MUNI ARPT",38.896,-121.4216,3853760,12125296
202601,209758,1308084,4,3.91,"W","LINCOLN MUNI ARPT",38.8996,-121.4228,3853976,12125368
202601,209758,1308085,1,2.76,"S","LATHROP",37.79,-121.28,3747400,12116800
202601,209758,1308085,2,2.5,"S","LATHROP",37.7941,-121.2861,3747646,12117166
202601,209758,1308085,3,2.7,"N","BETHANY",37.7885,-121.2914,3747310,12117484
202601,209758,1308085,4,2.69,"NNE","BETHANY",37.7866,-121.283,3747196,12116980
202601,209758,1308086,1,.54,"E","HIDDEN VLY",38.77,-121.16,3846200,1219600
202601,209758,1308086,2,.24,"ENE","HIDDEN VLY",38.7709,-121.1657,3846254,1219942
202601,209758,1308086,3,.34,"NE","HIDDEN VLY",38.7728,-121.1648,3846368,1219888
202601,209758,1308086,4,.52,"ENE","HIDDEN VLY",38.7724,-121.1608,3846344,1219648
202601,209758,1308087,1,0,"N","PINE GROVE",40.67,-122.35,4040200,12221000
202601,209758,1308087,2,.56,"S","CENTRAL VLY",40.6719,-122.3692,4040314,12222152
202601,209758,1308087,3,1.53,"N","PROJECT CITY",40.7021,-122.3504,4042126,12221024
202601,209758,1308087,4,1.7,"NE","PROJECT CITY",40.6991,-122.3295,4041946,12219770
202601,209758,1308088,1,1.48,"NNW","DIAMOND SPGS",38.72,-120.83,3843200,12049800
202601,209758,1308088,2,1.51,"NNW","DIAMOND SPGS",38.7199,-120.8314,3843194,12049884
202601,209758,1308088,3,1.75,"NNW","DIAMOND SPGS",38.7232,-120.8328,3843392,12049968
202601,209758,1308088,4,1.72,"NNW","DIAMOND SPGS",38.7234,-120.831,3843404,12049860
202601,209758,1308089,1,3.81,"NNE","LINCOLN",38.93,-121.25,3855800,12115000
